price_billion,area_m2,bedrooms_num,district,direction,furniture_std,legal_std,floors_num,frontage_m,road_width_m,title,description,image_urls
18.95,85.0,5.0,Thanh Xuân,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,3.5,Bán nhà đẹp Vũ Tông Phan - 85m² x 4 tầng - Mặt tiền 4m - 2 mặt thoáng - Vào ở ngay,"Chính chủ bán nhà ngõ 455 Vũ Tông Phan, Phường Khương Đình.
Diện tích: 85m²
Mặt tiền 4m - Hướng Tây Nam
Nhà đẹp xây 4 tầng chắc chắn - 5 phòng ngủ, vệ sinh riêng rộng rãi
Sổ đỏ chính chủ - Sẵn sàng giao dịch
Vị trí:
Cách đường chính Vũ Tông Phan chỉ hơn 10m - Thông ngõ 387 đi lại thuận tiện
Xung quanh là trường Cấp 1 2 3 Khương Đình, Hạ Đình
200m là ra tới chợ
Giá rao bán: 18,x tỷ (có thương lượng)
Liên hệ (Nguyên):
0866 858 ***
(Chính chủ - miễn trung gian)","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093459-a6a5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093459-2787_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093459-06de_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093500-06da_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093459-b853_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093459-71ab_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093459-1adc_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093459-3a02_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093459-d250_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/30/20260330093500-1ebe_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093459-a6a5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093459-2787_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093459-06de_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093500-06da_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093459-b853_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093459-71ab_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093459-1adc_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093459-3a02_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093459-d250_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/30/20260330093500-1ebe_wm.jpg""]"
49.5,90.0,5.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,8.0,5.9,6.0,"Bán NR đẹp, 49,5 tỷ, 90m2, 8 tầng tại nguyễn Thị định ,Yên Hòa, Cầu Giấy, Hà Nội - hàng hiếm","Bán gấp nhà ,Nguyễn thị định , Phường Yên Hòa, Hà Nội (địa chỉ cũ: Quận Cầu Giấy, Hà Nội) với NR 8 tầng siêu chất. Diện tích 90m², mặt tiền 5.9m, pháp lý đầy đủ. Nội thất cơ bản, có thể tự do lên ý tưởng decor. Không gian rộng rãi, thoáng đãng, lý tưởng để sống hoặc kinh doanh. Giá chỉ 49,5 tỷ VND, không phải suy nghĩ nhiều.
Tiện ích xung quanh:
- Gần Winmart, siêu thị điện máy Pico, Hà Đăng
- Công viên Yên Hòa, công viên hồ điều hòa Cầu Giấy
- Bệnh viện thận Hà Nội, Bệnh viện Đa khoa Bảo Sơn 2
Liên hệ ngay để được tư vấn miễn phí qua số
0913 963 ***
hoặc gặp Đặng Trung Tuyến.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124924-04c6_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124928-f04a_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124932-7d4c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124939-9b5e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124945-edca_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124946-aebb_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124947-302d_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124947-9136_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124948-90b8_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124949-d2d9_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124950-618c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124950-bbf5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424124951-f185_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124924-04c6_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124928-f04a_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124932-7d4c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124939-9b5e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124945-edca_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124946-aebb_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124947-302d_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124947-9136_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124948-90b8_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124949-d2d9_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124950-618c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124950-bbf5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424124951-f185_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2025/04/29/20250429171129-6608.jpg""]"
9.1,42.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,4.0,"Khu PL Kim Mã Thượng, lô góc 2 thoáng, ngõ thông, thang máy, thông sàn, ban công, mới đẹp, 42m2*6T","- Còn sót lại trung tâm Ba Đình, pháp lý chính chủ, nhà riêng tại phố Kim Mã Thượng, Cống Vị - Ngọc Khánh, Ba Đình. Diện tích 42m², 6 tầng thang máy, giá chỉ 9.1 tỷ.
- Nhà vị trí lô góc hai thoáng, có thể kết hợp kinh doanh nhỏ lẻ. Vị trí đắc địa, ngõ thông tứ tung, từ nhà ra phố chính chỉ khoảng 55m, ô tô đỗ gần nhà.
- Khu vực kết nối các phố lớn như Phan Kế Bính, Liễn Giai, Đội Cấn,...Khu phân lô vip, gần các TTTM lớn, àng xóm thân thiện.
- Thiết kế hiện đại, thang máy nhập khẩu, mỗi tầng đều vệ sinh rộng đẹp. Tổng 4 phòng ngủ.
- Sổ đỏ riêng đẹp, sẵn sàng giao dịch.
- Liên hệ:
0974 576 ***
để xem nhà chính chủ miễn phí.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-b553_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-7aaa_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-5af8_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-c456_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-3740_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-d6ef_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-de02_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-2248_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-38b0_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-878f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424120649-8544_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-b553_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-7aaa_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-5af8_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-c456_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-3740_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-d6ef_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-de02_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-2248_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-38b0_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-878f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424120649-8544_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/16/20260416114739-8234.jpg""]"
8.5,45.0,4.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3,"Chính chủ chuyển công tác cần bán gấp Thái Thịnh! Lô góc, sát phố, 10m ô tô tránh, DT 45m2*5T","Thái Thịnh - trung tâm Đống Đa - ngõ đẹp thoáng - nhà ở ngay - chỉ 8.5 tỷ.
- Vị trí cực đẹp, trung tâm quận Đống Đa, ngõ Thái Thịnh thông thoáng, vài bước ra phố Thái Hà Tây Sơn Ngã Tư Sở.
- Khu dân trí cao, an ninh tốt, giao thông thuận tiện.
- Diện tích 45m², xây 5 tầng chắc chắn, thiết kế hiện đại:
Tầng 1: Phòng khách + bếp + WC.
Tầng 2, 3,4: Mỗi tầng 2 phòng ngủ rộng + WC.
Tầng 5: Phòng thờ + sân phơi thoáng sáng.
- Nhà còn rất mới, chủ để lại toàn bộ nội thất xịn: Sàn gỗ, điều hòa, tủ bếp, giường tủ.
1 Trước nhà ngõ rộng, xe máy tránh thoải mái, cách mặt phố chỉ vài chục mét.
- Pháp lý: Sổ đỏ chính chủ, sang tên ngay.
- Giá bán: 8.5 tỷ (có thương lượng nhẹ với khách thiện chí).
Liên hệ: Ms. Phương
0916 362 ***
.
Xem nhà trực tiếp, làm việc chính chủ không qua trung gian.","[""https://file4.batdongsan.com.vn/resize/1275x717/2025/10/11/20251011145309-30c4_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2025/10/11/20251011145311-f6d5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2025/10/11/20251011145313-d378_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2025/10/11/20251011145314-7ddc_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2025/10/11/20251011145309-30c4_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2025/10/11/20251011145311-f6d5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2025/10/11/20251011145313-d378_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2025/10/11/20251011145314-7ddc_wm.jpg""]"
11.5,50.0,8.0,Hoàng Mai,Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0,"Cần bán nhà chính chủ mới đẹp phố Lĩnh Nam 50m, 5 Tầng, 8 phòng khép kín, giá mềm","BÁN NHÀ CHÍNH CHỦ PHỐ LĨNH NAM-HOÀNG MAI 50M2, 5 TẦNG
Nhà mới xây được hơn 1 năm, hiện đang có 8 phòng khép kín cho thuê. Doanh thu hơn 360tr/ năm. Full nội thất mới kong!
Đường Lĩnh Nam đang mở rộng, tương lai cực kỳ phát triển
Nhà sổ Hồng chính chủ, Giá mong muốn 11.5 tỉ. Có ra Lộc cho khách thiện chí!
0984 487 ***","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-6f57_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-4342_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-b4c3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-16fc_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-e6e9_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-a2b3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-e2e0_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-8825_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-8a8e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424105959-2e7e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-6f57_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-4342_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-b4c3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-16fc_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-e6e9_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-a2b3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-e2e0_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-8825_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-8a8e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424105959-2e7e_wm.jpg""]"
10.9,48.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,4.0,"Mới koong! P.Vĩnh Phúc, ngõ thông KD, thang máy, ngõ nông rộng, sổ vuông, mới đẹp, tặng NT, 48m2*6T","- Chính chủ gửi bán nhà riêng tại phố Vĩnh Phúc Phúc, phường Ngọc Hà, Ba Đình, Hà Nội.
- Vị trí cực đẹp, ngõ nông thông, rộng thoáng. Từ nhà ra ô tô tránh dừng đỗ chỉ khoảng 65m.
- Khu vực giáp nhiều phố lớn: Hoàng Hoa Thám, 72ha, Bưởi, Đốc Ngữ,...Vùng lõi Ba Đình, tiện ích bậc nhất trong khu vực. Ở là mê!
- Thiết kế hiện đại, thang máy nhập khẩu đẳng cấp cấp. Nhà 4 phòng ngủ, khách về ở ngay.
- Sổ đỏ hoa khôi, sẵn sàng giao dịch.
- Liên hệ:
0386 061 ***
để xem nhà chính chủ ngay.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104451-4dcf_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104450-0dca_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104500-8fd3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104456-043f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104457-8172_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104458-74c1_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104452-4b43_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104454-913e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104453-b860_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104501-bb2b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424104459-4740_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104451-4dcf_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104450-0dca_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104500-8fd3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104456-043f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104457-8172_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104458-74c1_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104452-4b43_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104454-913e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104453-b860_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104501-bb2b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424104459-4740_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2025/05/16/20250516143151-de13.jpg""]"
9.85,43.0,6.0,Nam Từ Liêm,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,3.0,"Chủ mót bán giảm chào sâu chỉ còn 9.85 tỷ!Bán gấp nhà Phú Mỹ-Mỹ Đình, nhà đẹp 5T-06 ngủ-20m ra ô tô","CHỈ 9.85 TỶ GIAO DỊCH NGAY!
BÁN NHÀ PHÚ MỸ- MỸ ĐÌNH- 43MX5T, 06 NGỦ THOÁNG FULL NỘI THẤT Ở NGAY- NGÕ RỘNG GẦN 3M- 20M RA Ô TÔ- 70M RA BÃI Ô TÔ NGÀY ĐÊM- HỒ ĐIỀU HÒA- GẦN TRƯỜNG HỌC- SÁT MẶT PHỐ LÊ ĐỨC THỌ- GẦN NGUYỄN HOÀNG...
Sổ đỏ chính chủ.
Lh E Tráng
0973 136 ***
làm việc chính chủ ngay.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/23/20260423074925-1aa4_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/23/20260423074926-5d12_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/23/20260423074928-46a5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/23/20260423074925-1aa4_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/23/20260423074926-5d12_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/23/20260423074928-46a5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2025/12/16/20251216154831-7e00.jpg""]"
5.35,17.0,2.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,3.1,3.3,"Chính chủ bán nhà ngõ 221 Tôn Đức Thắng, Đống Đa 4 tầng 1 lửng Ô tô cách 20m Giá 5,35 tỷ","Gia đình tôi cần bán căn nhà tại ngõ 221 phố Tôn Đức Thắng, quận Đống Đa, Hà Nội. Đây là khu vực trung tâm, dân cư ổn định, thuận tiện sinh hoạt và di chuyển.
Thông tin chi tiết căn nhà
Địa chỉ: Ngõ 221 Tôn Đức Thắng, Đống Đa
Diện tích: 17m²
Kết cấu: 4 tầng + 1 lửng
Ô tô đỗ cách nhà khoảng 20m
Giá bán: 5,35 tỷ (có thương lượng với khách thiện chí)
Vị trí trung tâm  Tiện ích đầy đủ
Nhà nằm trên phố Tôn Đức Thắng, tuyến đường lớn và sầm uất của quận Đống Đa. Từ nhà có thể di chuyển nhanh sang:
Xã Đàn
Nguyễn Lương Bằng
Văn Miếu  Quốc Tử Giám
Cát Linh  Giảng Võ
Khu vực gần chợ, trường học, bệnh viện, ngân hàng và nhiều trường đại học lớn. Sinh hoạt hàng ngày rất thuận tiện.
Dù nằm trong ngõ nhưng ô tô đỗ cách nhà chỉ 20m, thuận tiện vận chuyển đồ đạc và đi lại.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/02/21/20260221162600-e091_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/02/21/20260221162600-b032_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/02/21/20260221162600-69a5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/02/21/20260221162600-c880_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/02/21/20260221162600-084e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/02/21/20260221162600-e091_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/02/21/20260221162600-b032_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/02/21/20260221162600-69a5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/02/21/20260221162600-c880_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/02/21/20260221162600-084e_wm.jpg""]"
13.8,52.0,3.0,Hà Đông,Không rõ,Không rõ,Không rõ,2.0,4.0,6.0,"Cực Hiếm! Bán nhà Trần Phú -Nguyễn Khuyến -Văn Quán, 52m2 - mt 4m, 2 mặt ngõ ô tô, giá chỉ hơn 13tỷ","Cực Hiếm! Bán nhà Trần Phú - Nguyễn Khuyến - Văn Quán, 52m² - MT 4m, 2 mặt ngõ ô tô, giá chỉ hơn 13 tỷ.   Lh
0844 466 ***
NHÀ PHÂN LÔ - HIẾM NHẤT VĂN QUÁN- 2 MẶT THOÁNG TRƯỚC SAU- KHÁCH MUA VỀ XÂY TÒA VP TUYỆT ĐẸP
+ Nhà 2tầng, dân tự xây cực kỳ chắc chắn, đầy đủ công năng:3 phòng ngủ, WC
Hiện đang cho khách nước ngoài thuê 15tr/tháng Các tầng đều có logia view thoáng nội khu..
+ Khách mua về xây 7 tầng thang máy quá đỉnh.
+ Vị trí đắc địa: Cách mặt đường Nguyễn Khuyến chỉ ~20 cách mặt hồ 50m. Khu phân lô, an ninh đảm bảo, full tiện ích, ở sướng....
+ Sổ đỏ chính chủ, cất két, sẵn sàng giao dịch
Giá chỉ 13,8 tỷ có thương lượng
LH Thuần Thổ Cư.
0844 466 ***
Uy tín - Tận tâm","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424090547-4eaf_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424090445-08f2_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424090447-b3fa_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424090442-c7ac_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424090547-4eaf_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424090445-08f2_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424090447-b3fa_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424090442-c7ac_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/255x180/2025/12/03/20251203185010-290a.jpg""]"
3.8,35.0,3.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0,"Hơn 3tỷ nhà 5 tầng ở gần Yên Nghĩa-Hà Đông, vài bước ra hồ, 500m ra QL6, 3.5km ra bến xe, tàu điện","Bán nhà Biên Giang, Hà Đông - 5tầng - ngõ thông ôtô qua cửa.
Vị trí: Biên Giang, Hà Đông. Gần trục Quốc Lộ 6, thuận tiện di chuyển lên bến xe Yên Nghĩa, ga tàu điện trên cao và trung tâm Hà Đông.
Ưu điểm: Nhà mới, ngõ thông thoáng, ô tô lùi tận cửa. Thiết kế hiện đại, có sân để xe riêng biệt trước nhà, không gian thoáng đãng.
- Thông số: Xây 5 tầng kiên cố. Công năng: 3 phòng ngủ, 1 phòng thờ, sân phơi, đầy đủ tiện nghi.
- Phù hợp: Gia đình trẻ mua ở thực, người làm việc khu vực Hà Đông, Thanh Xuân hoặc đầu tư giữ tiền an toàn.
- Pháp lý: Sổ đỏ chính chủ, pháp lý sạch, giao dịch ngay.
- Liên hệ em Thiết
0399 598 ***
để tư vấn và xem nhà.
Trân trọng!","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/14/20260414163539-a9c2_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/14/20260414163551-fdde_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/14/20260414163609-840b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/14/20260414163609-e51c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/14/20260414163609-1af1_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/14/20260414163609-1a0b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/14/20260414163609-f48c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/14/20260414163539-a9c2_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/14/20260414163551-fdde_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/14/20260414163609-840b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/14/20260414163609-e51c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/14/20260414163609-1af1_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/14/20260414163609-1a0b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/14/20260414163609-f48c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2025/12/25/20251225092232-f8ac.jpg""]"
